epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,7025.92,0.59615,0.31899,0.84101,0.97679,0.63208,0.66764,0.46427,0.87832,0.37407,0.95292,0.000940855,0.000940855,0.000940855
178,7065,0.56112,0.3098,0.83956,0.95135,0.62938,0.6668,0.4772,0.86469,0.36895,0.9472,0.000936729,0.000936729,0.000936729
179,7104.31,0.54841,0.30369,0.83741,0.9773,0.63073,0.64293,0.44451,0.86657,0.36824,0.95688,0.000932603,0.000932603,0.000932603
180,7143.35,0.54828,0.30012,0.83717,0.88738,0.63164,0.65191,0.45004,0.8858,0.37256,0.9499,0.000928477,0.000928477,0.000928477
181,7182.46,0.56765,0.33647,0.84028,0.97987,0.59501,0.64327,0.44764,0.88498,0.37006,0.95061,0.000924352,0.000924352,0.000924352
182,7224.44,0.56432,0.30267,0.84474,0.96873,0.63342,0.68198,0.47457,0.86401,0.36402,0.94378,0.000920226,0.000920226,0.000920226
183,7263.81,0.57008,0.31161,0.84267,0.98552,0.6312,0.65689,0.45873,0.89265,0.3808,0.9489,0.0009161,0.0009161,0.0009161
184,7303.06,0.57833,0.31218,0.84075,0.98605,0.6649,0.67884,0.46396,0.8803,0.36925,0.94495,0.000911974,0.000911974,0.000911974
185,7342.42,0.566,0.31273,0.8408,0.99094,0.70173,0.71205,0.48239,0.86855,0.36508,0.94763,0.000907848,0.000907848,0.000907848
186,7381.73,0.57823,0.30695,0.83492,0.97157,0.63342,0.64289,0.45439,0.90287,0.37632,0.95788,0.000903722,0.000903722,0.000903722
187,7420.97,0.5816,0.31067,0.83889,0.7285,0.63477,0.64667,0.45714,0.88766,0.37363,0.95292,0.000899597,0.000899597,0.000899597
188,7460.04,0.57498,0.31206,0.83522,0.9085,0.66998,0.68583,0.45059,0.88671,0.37292,0.94949,0.000895471,0.000895471,0.000895471
189,7499,0.55961,0.30289,0.83943,0.82189,0.66914,0.64788,0.44029,0.88456,0.37926,0.95715,0.000891345,0.000891345,0.000891345
190,7540.66,0.58864,0.31311,0.84079,0.90725,0.70173,0.72044,0.49117,0.86059,0.36385,0.94435,0.000887219,0.000887219,0.000887219
191,7580.89,0.55945,0.30522,0.83761,0.85288,0.69526,0.70609,0.49106,0.85801,0.36498,0.94241,0.000883093,0.000883093,0.000883093
192,7620.33,0.56781,0.31121,0.83735,0.87133,0.63342,0.64414,0.45315,0.88536,0.36446,0.94997,0.000878967,0.000878967,0.000878967
193,7659.64,0.55403,0.30091,0.84041,0.89031,0.63036,0.65919,0.45865,0.8738,0.37519,0.95149,0.000874842,0.000874842,0.000874842
194,7699.01,0.53154,0.29379,0.83463,0.98872,0.63208,0.65871,0.44113,0.89142,0.37306,0.95404,0.000870716,0.000870716,0.000870716
195,7738.42,0.53229,0.29345,0.83176,0.86424,0.59851,0.59891,0.43404,0.88238,0.37269,0.95648,0.00086659,0.00086659,0.00086659
196,7777.77,0.53536,0.29173,0.8291,0.85313,0.70695,0.70849,0.48357,0.88704,0.36435,0.94902,0.000862464,0.000862464,0.000862464
197,7817.13,0.52957,0.2904,0.8271,0.80503,0.67049,0.68425,0.47431,0.86654,0.3637,0.94356,0.000858338,0.000858338,0.000858338
198,7856.46,0.53302,0.29522,0.83598,0.88552,0.63342,0.66242,0.47352,0.87014,0.3673,0.95226,0.000854212,0.000854212,0.000854212
199,7895.73,0.53282,0.29403,0.83045,0.86101,0.59467,0.63796,0.44932,0.86944,0.36828,0.94933,0.000850087,0.000850087,0.000850087
200,7934.68,0.5459,0.3023,0.83373,0.98409,0.6696,0.68836,0.46878,0.88193,0.37057,0.94863,0.000845961,0.000845961,0.000845961
201,7973.53,0.54467,0.29555,0.83132,0.87741,0.63342,0.64747,0.45199,0.8829,0.36621,0.94682,0.000841835,0.000841835,0.000841835
202,8012.54,0.53987,0.29444,0.83058,0.83986,0.66779,0.64437,0.44416,0.874,0.36769,0.95482,0.000837709,0.000837709,0.000837709
203,8051.63,0.52712,0.28991,0.82903,0.98514,0.66674,0.70636,0.48062,0.87961,0.36482,0.95029,0.000833583,0.000833583,0.000833583
204,8090.72,0.5301,0.29272,0.83074,0.90914,0.70278,0.7076,0.48558,0.88093,0.36842,0.95335,0.000829458,0.000829458,0.000829458
205,8129.8,0.54007,0.29584,0.83432,0.88913,0.66644,0.67837,0.44787,0.87895,0.36429,0.95588,0.000825332,0.000825332,0.000825332
206,8168.63,0.54247,0.301,0.83308,0.89216,0.67183,0.67165,0.45961,0.87839,0.36133,0.94959,0.000821206,0.000821206,0.000821206
207,8207.53,0.53534,0.29346,0.83121,0.81821,0.633,0.63574,0.46658,0.87738,0.36644,0.94824,0.00081708,0.00081708,0.00081708
208,8250.28,0.53694,0.29242,0.83309,0.84397,0.70485,0.69571,0.4613,0.88332,0.36648,0.95819,0.000812954,0.000812954,0.000812954
209,8289.49,0.528,0.29353,0.83286,0.98146,0.63477,0.65261,0.46633,0.88133,0.36033,0.95467,0.000808828,0.000808828,0.000808828
210,8328.82,0.54044,0.2946,0.83177,0.98502,0.66587,0.68066,0.46018,0.88474,0.36371,0.95217,0.000804703,0.000804703,0.000804703
211,8368.32,0.52422,0.28981,0.82952,0.98716,0.66726,0.68006,0.47312,0.86296,0.36594,0.94611,0.000800577,0.000800577,0.000800577
212,8407.55,0.5333,0.29505,0.82906,0.98709,0.66914,0.67951,0.468,0.87189,0.36479,0.95014,0.000796451,0.000796451,0.000796451
213,8446.9,0.51367,0.28843,0.82355,0.88329,0.63477,0.62438,0.44797,0.87665,0.36399,0.95417,0.000792325,0.000792325,0.000792325
214,8486.19,0.50721,0.28064,0.82494,0.88885,0.63588,0.6627,0.46953,0.87113,0.3568,0.95026,0.000788199,0.000788199,0.000788199
215,8525.32,0.51249,0.28365,0.82526,0.89662,0.63612,0.67202,0.48289,0.87213,0.36367,0.95123,0.000784073,0.000784073,0.000784073
216,8568.01,0.51053,0.28174,0.82846,0.88046,0.63612,0.64305,0.47621,0.87743,0.36519,0.95937,0.000779948,0.000779948,0.000779948
217,8606.98,0.51131,0.2839,0.82397,0.80594,0.63612,0.64815,0.46213,0.90635,0.38009,0.96534,0.000775822,0.000775822,0.000775822
218,8646,0.51674,0.28627,0.82754,0.98514,0.66779,0.70372,0.48334,0.87389,0.36368,0.95458,0.000771696,0.000771696,0.000771696
219,8685.19,0.51386,0.28662,0.8269,0.98681,0.63096,0.66464,0.46408,0.87501,0.36382,0.96207,0.00076757,0.00076757,0.00076757
220,8724.31,0.50975,0.28498,0.82844,0.7838,0.66914,0.64057,0.46852,0.8922,0.37327,0.9647,0.000763444,0.000763444,0.000763444
221,8763.4,0.54301,0.29792,0.83185,0.72907,0.63342,0.61746,0.45893,0.89009,0.37502,0.95764,0.000759318,0.000759318,0.000759318
222,8802.4,0.52067,0.28746,0.82677,0.85393,0.66914,0.68237,0.45546,0.89138,0.36682,0.9557,0.000755193,0.000755193,0.000755193
223,8841.41,0.54036,0.29603,0.83686,0.9841,0.63477,0.66637,0.45064,0.87426,0.37909,0.94972,0.000751067,0.000751067,0.000751067
224,8883.34,0.55047,0.29818,0.8329,0.88663,0.63224,0.645,0.45454,0.87334,0.36245,0.94969,0.000746941,0.000746941,0.000746941
225,8922.46,0.50915,0.2794,0.82404,0.74568,0.61816,0.65487,0.46073,0.87674,0.3572,0.94954,0.000742815,0.000742815,0.000742815
226,8961.42,0.49473,0.27738,0.82389,0.97794,0.63414,0.68545,0.46355,0.87482,0.35681,0.95144,0.000738689,0.000738689,0.000738689
227,9000.4,0.48535,0.27718,0.8197,0.99016,0.66642,0.69395,0.47011,0.88655,0.35828,0.96238,0.000734564,0.000734564,0.000734564
228,9039.56,0.50362,0.27997,0.82516,0.98905,0.66732,0.70005,0.46737,0.89149,0.35723,0.96159,0.000730438,0.000730438,0.000730438
229,9078.75,0.49628,0.27873,0.82363,0.92982,0.67049,0.70456,0.45548,0.88511,0.35807,0.9543,0.000726312,0.000726312,0.000726312
230,9117.95,0.49326,0.27624,0.82043,0.85051,0.68354,0.70503,0.46013,0.8809,0.3616,0.95668,0.000722186,0.000722186,0.000722186
231,9157.02,0.504,0.2823,0.82536,0.82902,0.67049,0.66323,0.45795,0.87359,0.35886,0.95357,0.00071806,0.00071806,0.00071806
232,9198.96,0.51679,0.28719,0.82743,0.98263,0.67049,0.70222,0.48231,0.8892,0.3574,0.95458,0.000713934,0.000713934,0.000713934
233,9238.32,0.49527,0.27679,0.81897,0.99004,0.701,0.71565,0.48802,0.87486,0.35094,0.95417,0.000709809,0.000709809,0.000709809
234,9277.72,0.48878,0.27331,0.82208,0.99038,0.66813,0.69772,0.46332,0.87513,0.35934,0.95127,0.000705683,0.000705683,0.000705683
235,9317.02,0.50104,0.2757,0.82178,0.84818,0.70755,0.70325,0.48834,0.87303,0.3596,0.94881,0.000701557,0.000701557,0.000701557
236,9356.38,0.50028,0.27708,0.82487,0.82787,0.7062,0.68135,0.46927,0.85845,0.34904,0.94577,0.000697431,0.000697431,0.000697431
237,9395.71,0.49879,0.27387,0.8229,0.81472,0.70755,0.69209,0.46692,0.87949,0.36016,0.95549,0.000693305,0.000693305,0.000693305
238,9435.04,0.49021,0.27246,0.82752,0.9863,0.63208,0.66447,0.46122,0.87918,0.36471,0.95807,0.000689179,0.000689179,0.000689179
239,9474.28,0.49001,0.27297,0.8226,0.98344,0.67183,0.70507,0.47665,0.86299,0.35372,0.94795,0.000685054,0.000685054,0.000685054
240,9513.63,0.48681,0.26924,0.82071,0.9877,0.67049,0.70665,0.46106,0.88448,0.35548,0.95558,0.000680928,0.000680928,0.000680928
241,9552.71,0.50601,0.27877,0.82299,0.98781,0.66884,0.68485,0.45279,0.86236,0.35796,0.94712,0.000676802,0.000676802,0.000676802
242,9591.82,0.49159,0.27672,0.82044,0.8409,0.67003,0.67708,0.44982,0.86921,0.35927,0.9488,0.000672676,0.000672676,0.000672676
243,9630.8,0.48574,0.2738,0.82335,0.98529,0.67183,0.71033,0.46937,0.8743,0.35902,0.95544,0.00066855,0.00066855,0.00066855
244,9672.82,0.47924,0.2721,0.82174,0.98672,0.66798,0.69684,0.45915,0.86424,0.35235,0.95071,0.000664425,0.000664425,0.000664425
245,9711.97,0.49833,0.27544,0.81965,0.98513,0.63747,0.66664,0.45354,0.85628,0.34908,0.9483,0.000660299,0.000660299,0.000660299
246,9751.03,0.48748,0.27311,0.81878,0.98626,0.63612,0.69108,0.465,0.87385,0.35466,0.95386,0.000656173,0.000656173,0.000656173
247,9790.06,0.49109,0.27411,0.81805,0.98077,0.63208,0.65087,0.44298,0.87144,0.35949,0.95852,0.000652047,0.000652047,0.000652047
248,9829.1,0.49748,0.27707,0.82227,0.85973,0.67049,0.67232,0.44837,0.86575,0.36105,0.95767,0.000647921,0.000647921,0.000647921
249,9868.51,0.49385,0.27526,0.82518,0.77179,0.67318,0.64576,0.44416,0.87672,0.35815,0.96083,0.000643795,0.000643795,0.000643795
250,9907.8,0.48697,0.27524,0.8284,0.9837,0.63164,0.68414,0.46612,0.88259,0.35488,0.95772,0.00063967,0.00063967,0.00063967
251,9946.7,0.50612,0.28813,0.82891,0.90404,0.69451,0.70662,0.453,0.89528,0.3622,0.96431,0.000635544,0.000635544,0.000635544
252,9988.81,0.52005,0.29008,0.82603,0.99457,0.66776,0.67865,0.44433,0.88679,0.35758,0.95874,0.000631418,0.000631418,0.000631418
253,10027.8,0.49052,0.27852,0.81641,0.99244,0.66884,0.6797,0.45453,0.87857,0.35645,0.9635,0.000627292,0.000627292,0.000627292
254,10066.9,0.47833,0.26957,0.81681,0.98275,0.63477,0.65636,0.45064,0.88361,0.34982,0.96818,0.000623166,0.000623166,0.000623166
255,10105.8,0.47876,0.26574,0.81946,0.85963,0.59906,0.5944,0.42747,0.88263,0.35643,0.95615,0.00061904,0.00061904,0.00061904
256,10144.9,0.48006,0.26838,0.81682,0.98602,0.6333,0.66693,0.43268,0.86717,0.35484,0.94848,0.000614915,0.000614915,0.000614915
257,10184,0.481,0.26932,0.82259,0.98027,0.63342,0.68193,0.44759,0.8669,0.35853,0.95794,0.000610789,0.000610789,0.000610789
258,10223.1,0.48511,0.27496,0.82121,0.98296,0.63342,0.68057,0.45468,0.87536,0.35597,0.95694,0.000606663,0.000606663,0.000606663
259,10262.2,0.48266,0.2719,0.81973,0.9838,0.63471,0.67186,0.4561,0.87032,0.3505,0.95101,0.000602537,0.000602537,0.000602537
260,10304.8,0.47175,0.26754,0.82005,0.9835,0.63612,0.64627,0.44772,0.87114,0.35155,0.95275,0.000598411,0.000598411,0.000598411
261,10343.9,0.46358,0.26103,0.81731,0.88532,0.63241,0.65618,0.44819,0.87889,0.35001,0.94868,0.000594286,0.000594286,0.000594286
262,10383,0.47914,0.27085,0.81385,0.89749,0.67049,0.65624,0.44102,0.88042,0.34915,0.95545,0.00059016,0.00059016,0.00059016
263,10421.9,0.46065,0.26097,0.82173,0.98579,0.67102,0.69453,0.45786,0.87206,0.35517,0.95388,0.000586034,0.000586034,0.000586034
264,10461,0.48388,0.275,0.81678,0.98859,0.70401,0.71612,0.4745,0.87862,0.3484,0.95391,0.000581908,0.000581908,0.000581908
265,10500.3,0.46433,0.26488,0.81396,0.98305,0.67103,0.69717,0.46476,0.88322,0.35763,0.95828,0.000577782,0.000577782,0.000577782
266,10539.2,0.45543,0.25969,0.81454,0.99324,0.70406,0.7156,0.47159,0.87556,0.35545,0.96149,0.000573656,0.000573656,0.000573656
267,10577.8,0.4777,0.26981,0.82604,0.87516,0.67049,0.6852,0.44508,0.87047,0.35986,0.95301,0.000569531,0.000569531,0.000569531
268,10619,0.48031,0.27011,0.82045,0.8345,0.6004,0.61554,0.4362,0.87355,0.36053,0.9579,0.000565405,0.000565405,0.000565405
269,10658,0.48233,0.27324,0.82104,0.73549,0.56334,0.57568,0.43013,0.87128,0.36133,0.95956,0.000561279,0.000561279,0.000561279
270,10697.1,0.48756,0.27009,0.81562,0.71923,0.59906,0.59094,0.43475,0.86832,0.35708,0.95933,0.000557153,0.000557153,0.000557153
271,10736.1,0.46029,0.25839,0.81402,0.80362,0.63477,0.65077,0.44426,0.87646,0.35669,0.9597,0.000553027,0.000553027,0.000553027
272,10775.3,0.4615,0.26015,0.81552,0.96919,0.67183,0.70214,0.46381,0.87056,0.35691,0.95223,0.000548901,0.000548901,0.000548901
273,10814.5,0.4668,0.26237,0.81989,0.98276,0.66893,0.69336,0.47161,0.86276,0.35555,0.94986,0.000544776,0.000544776,0.000544776
274,10853.5,0.46277,0.2609,0.81082,0.98621,0.67162,0.69148,0.4625,0.86639,0.36064,0.95585,0.00054065,0.00054065,0.00054065
275,10892.5,0.46478,0.26066,0.81929,0.97957,0.67049,0.69575,0.45852,0.87088,0.35412,0.96019,0.000536524,0.000536524,0.000536524
276,10934.3,0.46789,0.25828,0.82027,0.98128,0.67049,0.71012,0.46742,0.88718,0.35448,0.96132,0.000532398,0.000532398,0.000532398
277,10973.6,0.46422,0.25838,0.81631,0.98,0.66914,0.6942,0.45436,0.87216,0.34833,0.9561,0.000528272,0.000528272,0.000528272
278,11013,0.45193,0.25663,0.81133,0.99172,0.66914,0.6774,0.44428,0.86759,0.35527,0.96045,0.000524146,0.000524146,0.000524146
279,11052.4,0.46139,0.26273,0.81661,0.78525,0.59966,0.58619,0.43227,0.88277,0.3679,0.9612,0.000520021,0.000520021,0.000520021
280,11091.8,0.45929,0.26474,0.81366,0.82564,0.63477,0.63287,0.43772,0.87865,0.35582,0.95894,0.000515895,0.000515895,0.000515895
281,11131.2,0.43546,0.2493,0.80689,0.8858,0.66914,0.67456,0.45126,0.87355,0.35023,0.96688,0.000511769,0.000511769,0.000511769
282,11170.6,0.44488,0.25791,0.81341,0.99092,0.66732,0.67982,0.45289,0.87085,0.35308,0.9598,0.000507643,0.000507643,0.000507643
283,11209.8,0.4506,0.25851,0.80994,0.88509,0.63208,0.63263,0.44972,0.87993,0.35169,0.96024,0.000503517,0.000503517,0.000503517
284,11251.3,0.45055,0.25468,0.81862,0.88549,0.63612,0.63671,0.43738,0.89059,0.35782,0.957,0.000499392,0.000499392,0.000499392
285,11290.3,0.44046,0.25075,0.81138,0.98201,0.67183,0.69942,0.45645,0.86564,0.35313,0.95308,0.000495266,0.000495266,0.000495266
286,11329.3,0.4456,0.25147,0.81357,0.84137,0.63478,0.64247,0.44082,0.87487,0.34846,0.95636,0.00049114,0.00049114,0.00049114
287,11368.4,0.43952,0.2486,0.80931,0.8372,0.66731,0.6687,0.46909,0.87288,0.34793,0.9561,0.000487014,0.000487014,0.000487014
288,11407.3,0.44819,0.25621,0.81335,0.88283,0.63477,0.65769,0.45761,0.8795,0.35407,0.96319,0.000482888,0.000482888,0.000482888
289,11446.3,0.43259,0.24892,0.81187,0.89005,0.63071,0.6391,0.45707,0.87168,0.34844,0.95709,0.000478762,0.000478762,0.000478762
290,11485.4,0.43436,0.25044,0.81053,0.98261,0.67049,0.70964,0.47117,0.87423,0.34647,0.95927,0.000474637,0.000474637,0.000474637
291,11524.3,0.4361,0.2485,0.80796,0.80157,0.7062,0.69953,0.45387,0.88197,0.35543,0.95443,0.000470511,0.000470511,0.000470511
292,11563.2,0.4659,0.25991,0.81618,0.83638,0.66914,0.64425,0.44513,0.87101,0.35082,0.95564,0.000466385,0.000466385,0.000466385
293,11606.3,0.43938,0.25147,0.80925,0.90153,0.66914,0.65354,0.45753,0.86919,0.35049,0.95477,0.000462259,0.000462259,0.000462259
294,11645.3,0.44556,0.25445,0.81882,0.90325,0.67049,0.65372,0.44838,0.87707,0.35357,0.95652,0.000458133,0.000458133,0.000458133
295,11684.3,0.43702,0.25295,0.80872,0.90382,0.67049,0.65482,0.45526,0.86682,0.35362,0.95849,0.000454007,0.000454007,0.000454007
296,11723.3,0.43715,0.24908,0.81216,0.80277,0.63477,0.62561,0.44295,0.8742,0.34996,0.96131,0.000449882,0.000449882,0.000449882
297,11762.2,0.45168,0.25535,0.81967,0.86123,0.59906,0.61827,0.43979,0.8761,0.3543,0.9605,0.000445756,0.000445756,0.000445756
298,11801.5,0.46394,0.25549,0.82222,0.88756,0.63051,0.63635,0.45674,0.86715,0.35078,0.95585,0.00044163,0.00044163,0.00044163
299,11840.3,0.45601,0.25741,0.81881,0.90529,0.66486,0.66168,0.45473,0.87014,0.35671,0.95878,0.000437504,0.000437504,0.000437504
300,11879.2,0.44858,0.25661,0.81172,0.70798,0.63342,0.64387,0.46408,0.88118,0.36232,0.96151,0.000433378,0.000433378,0.000433378
301,11920.3,0.43356,0.24939,0.81108,0.76107,0.63342,0.63862,0.45544,0.87907,0.3591,0.96171,0.000429253,0.000429253,0.000429253
302,11959.5,0.43559,0.24862,0.81292,0.76321,0.6637,0.64697,0.4599,0.87825,0.35418,0.96095,0.000425127,0.000425127,0.000425127
303,11998.8,0.4222,0.24348,0.80889,0.70352,0.63477,0.61995,0.44536,0.8771,0.35059,0.95597,0.000421001,0.000421001,0.000421001
304,12038.2,0.42534,0.24247,0.80972,0.78862,0.63612,0.63791,0.44783,0.87387,0.34802,0.95421,0.000416875,0.000416875,0.000416875
305,12077.1,0.41664,0.23959,0.81108,0.96566,0.6004,0.62446,0.44439,0.8718,0.33747,0.95496,0.000412749,0.000412749,0.000412749
306,12116.2,0.4397,0.25243,0.81415,0.73277,0.66188,0.63413,0.46061,0.87484,0.34545,0.96327,0.000408623,0.000408623,0.000408623
307,12155.3,0.42645,0.24202,0.81379,0.69209,0.63477,0.62344,0.44592,0.87149,0.35243,0.95887,0.000404498,0.000404498,0.000404498
308,12194.3,0.42374,0.24308,0.81193,0.75247,0.63208,0.6129,0.43974,0.87818,0.35485,0.96286,0.000400372,0.000400372,0.000400372
309,12233.5,0.42266,0.24172,0.81483,0.81419,0.63342,0.61479,0.43656,0.8807,0.35441,0.96417,0.000396246,0.000396246,0.000396246
310,12272.6,0.4387,0.24838,0.81088,0.81139,0.63342,0.61607,0.44082,0.87715,0.3562,0.96197,0.00039212,0.00039212,0.00039212
311,12311.7,0.43126,0.24517,0.80666,0.73715,0.63342,0.60962,0.43804,0.87955,0.35742,0.96389,0.000387994,0.000387994,0.000387994
312,12350.7,0.42779,0.24283,0.8107,0.83826,0.59771,0.62253,0.44314,0.8676,0.35239,0.9603,0.000383868,0.000383868,0.000383868
313,12389.8,0.42123,0.24018,0.80965,0.69138,0.63477,0.62694,0.44778,0.8842,0.35651,0.96102,0.000379743,0.000379743,0.000379743
314,12428.8,0.42574,0.24385,0.81151,0.8809,0.63477,0.64642,0.44923,0.87546,0.35086,0.95235,0.000375617,0.000375617,0.000375617
315,12467.7,0.41708,0.23802,0.80762,0.90992,0.67049,0.67923,0.45118,0.87705,0.3469,0.95545,0.000371491,0.000371491,0.000371491
316,12507,0.41137,0.23748,0.80678,0.80697,0.63477,0.62748,0.44723,0.87414,0.34969,0.96107,0.000367365,0.000367365,0.000367365
317,12546.3,0.41906,0.23921,0.81149,0.80254,0.67049,0.68156,0.4426,0.87817,0.35395,0.96544,0.000363239,0.000363239,0.000363239
318,12585.6,0.40085,0.23245,0.80487,0.77691,0.68197,0.68787,0.46791,0.8749,0.35249,0.96181,0.000359113,0.000359113,0.000359113
319,12624.9,0.41138,0.23639,0.81025,0.90908,0.66354,0.68689,0.46869,0.87972,0.34258,0.96332,0.000354988,0.000354988,0.000354988
320,12663.9,0.42044,0.2378,0.81086,0.81872,0.63477,0.64165,0.44672,0.87321,0.35119,0.96473,0.000350862,0.000350862,0.000350862
321,12702.9,0.43304,0.2467,0.80939,0.91574,0.70238,0.70933,0.46203,0.87159,0.34696,0.96331,0.000346736,0.000346736,0.000346736
322,12741.9,0.42717,0.24294,0.81211,0.83263,0.67049,0.66448,0.47663,0.87018,0.34667,0.95937,0.00034261,0.00034261,0.00034261
323,12780.9,0.40469,0.23639,0.80688,0.88595,0.63477,0.64464,0.45921,0.89413,0.352,0.96867,0.000338484,0.000338484,0.000338484
324,12820,0.41341,0.23645,0.8075,0.8811,0.63477,0.64115,0.45126,0.88878,0.35981,0.96414,0.000334359,0.000334359,0.000334359
325,12859.4,0.40767,0.23698,0.80611,0.90912,0.66545,0.66473,0.46569,0.88019,0.35805,0.96488,0.000330233,0.000330233,0.000330233
326,12898.7,0.41758,0.23756,0.80962,0.8383,0.7062,0.7067,0.47267,0.88528,0.35763,0.96847,0.000326107,0.000326107,0.000326107
327,12938,0.42495,0.23836,0.80915,0.89142,0.63135,0.64582,0.46085,0.8913,0.35342,0.96747,0.000321981,0.000321981,0.000321981
328,12977.9,0.42664,0.23806,0.81145,0.85431,0.59851,0.6215,0.45369,0.88852,0.35273,0.96593,0.000317855,0.000317855,0.000317855
329,13017,0.40876,0.23282,0.8064,0.85738,0.59831,0.61608,0.44647,0.87987,0.35871,0.96352,0.000313729,0.000313729,0.000313729
330,13055.9,0.40893,0.23522,0.80892,0.85975,0.59906,0.62202,0.44793,0.8843,0.35804,0.96738,0.000309604,0.000309604,0.000309604
331,13094.9,0.41943,0.23693,0.80688,0.85998,0.59906,0.62034,0.4473,0.88473,0.35196,0.96485,0.000305478,0.000305478,0.000305478
332,13133.8,0.41013,0.2339,0.8096,0.98013,0.63477,0.67834,0.46201,0.87863,0.34918,0.96218,0.000301352,0.000301352,0.000301352
333,13172.7,0.40198,0.23475,0.80798,0.98351,0.63342,0.67739,0.45414,0.87526,0.34545,0.96486,0.000297226,0.000297226,0.000297226
334,13211.6,0.39659,0.22975,0.80222,0.86057,0.59771,0.62628,0.44909,0.8733,0.34622,0.96364,0.0002931,0.0002931,0.0002931
335,13250.5,0.39684,0.2292,0.80874,0.86223,0.59906,0.62861,0.45649,0.87011,0.34409,0.96198,0.000288974,0.000288974,0.000288974
336,13289.4,0.4043,0.23352,0.80725,0.84834,0.67049,0.69692,0.46676,0.87571,0.34873,0.96215,0.000284849,0.000284849,0.000284849
337,13328.3,0.40269,0.23549,0.80506,0.81834,0.67049,0.68281,0.464,0.87864,0.34956,0.96382,0.000280723,0.000280723,0.000280723
338,13367.6,0.40346,0.23416,0.80292,0.75928,0.65799,0.63152,0.45338,0.87912,0.34484,0.96284,0.000276597,0.000276597,0.000276597
339,13407.4,0.39823,0.2303,0.8066,0.8183,0.7062,0.69972,0.46308,0.87078,0.34405,0.95943,0.000272471,0.000272471,0.000272471
340,13447.1,0.40279,0.23215,0.80993,0.99548,0.66876,0.70374,0.46944,0.86848,0.3465,0.96141,0.000268345,0.000268345,0.000268345
341,13486.7,0.40548,0.23247,0.80733,0.97703,0.66914,0.70286,0.46527,0.86845,0.34481,0.96274,0.00026422,0.00026422,0.00026422
342,13530.2,0.40404,0.23161,0.80935,0.87861,0.63477,0.64977,0.46583,0.86971,0.34651,0.96181,0.000260094,0.000260094,0.000260094
343,13569.9,0.39548,0.22797,0.80285,0.878,0.63477,0.63909,0.4541,0.87309,0.34641,0.96136,0.000255968,0.000255968,0.000255968
344,13609.8,0.39751,0.228,0.80319,0.98144,0.67049,0.70048,0.46305,0.86782,0.35273,0.96033,0.000251842,0.000251842,0.000251842
345,13649.8,0.40104,0.22887,0.80712,0.9778,0.67049,0.7011,0.46843,0.86938,0.35054,0.95944,0.000247716,0.000247716,0.000247716
346,13689.5,0.38896,0.22528,0.79832,0.96546,0.67049,0.69166,0.45731,0.86765,0.34408,0.95832,0.00024359,0.00024359,0.00024359
347,13729.2,0.39716,0.22954,0.80223,0.97506,0.66914,0.69613,0.47364,0.87251,0.34904,0.96192,0.000239465,0.000239465,0.000239465
348,13769.1,0.40637,0.23286,0.80644,0.98232,0.66914,0.69676,0.4667,0.8724,0.34136,0.96137,0.000235339,0.000235339,0.000235339
349,13808.9,0.38876,0.22373,0.80076,0.98445,0.66914,0.69626,0.45827,0.87501,0.34388,0.96508,0.000231213,0.000231213,0.000231213
350,13848.6,0.38824,0.22483,0.80368,0.98566,0.66914,0.69547,0.47049,0.87735,0.35151,0.96747,0.000227087,0.000227087,0.000227087
351,13891,0.40418,0.23255,0.8085,0.98582,0.66779,0.69065,0.4618,0.88196,0.3574,0.96423,0.000222961,0.000222961,0.000222961
352,13933.7,0.39271,0.22652,0.80022,0.98636,0.66779,0.69361,0.4597,0.8808,0.35816,0.9642,0.000218835,0.000218835,0.000218835
353,13977.9,0.39419,0.22807,0.80446,0.98657,0.66914,0.70406,0.48219,0.87596,0.3564,0.96358,0.00021471,0.00021471,0.00021471
354,14020.8,0.40396,0.23364,0.80878,0.98621,0.66914,0.70429,0.4792,0.8717,0.35378,0.96034,0.000210584,0.000210584,0.000210584
355,14063.8,0.38551,0.22484,0.8045,0.98459,0.66914,0.68822,0.47509,0.8749,0.35286,0.96225,0.000206458,0.000206458,0.000206458
356,14106.7,0.39856,0.23034,0.80388,0.98777,0.66914,0.68891,0.47127,0.86525,0.34563,0.95704,0.000202332,0.000202332,0.000202332
357,14149.6,0.395,0.22892,0.81037,0.98829,0.66914,0.68902,0.45968,0.85208,0.34316,0.95468,0.000198206,0.000198206,0.000198206
358,14192.4,0.388,0.22721,0.80484,0.98703,0.669,0.68984,0.4624,0.85973,0.34128,0.95565,0.00019408,0.00019408,0.00019408
359,14237,0.3915,0.23572,0.80656,0.984,0.66818,0.68763,0.46828,0.86825,0.35347,0.95949,0.000189955,0.000189955,0.000189955
360,14281.6,0.37959,0.22382,0.79778,0.98594,0.67006,0.68224,0.462,0.86602,0.3552,0.96016,0.000185829,0.000185829,0.000185829
361,14325.3,0.38596,0.22485,0.79854,0.88892,0.63477,0.62325,0.45339,0.87321,0.35451,0.96224,0.000181703,0.000181703,0.000181703
